total,total_big3,yw,sx,yy,wl
346,219,60,73,86,22
282,168,80,17,71,58
223,131,80,48,3,34
312,166,28,71,67,45
288,133,62,8,63,21
384,173,49,43,81,95
338,132,12,59,61,54
245,96,13,5,78,57
329,188,90,78,20,33
221,148,39,59,50,53
330,172,55,59,58,7
310,152,27,62,63,90
294,173,53,23,97,59
314,160,17,85,58,64
185,81,37,11,33,8
283,159,85,24,50,16
280,74,24,27,23,8
300,191,91,34,66,41
307,140,91,11,38,47
290,174,79,59,36,14
312,138,15,86,37,57
128,112,4,61,47,6
381,171,0,94,77,57
335,173,76,94,3,63
251,134,43,56,35,69
192,48,18,16,14,56
326,174,76,68,30,22
235,190,92,69,29,21
259,135,15,55,65,1
231,104,6,13,85,5
243,103,42,48,13,67
269,123,82,24,17,23
417,140,40,94,6,87
290,123,12,12,99,62
293,197,68,69,60,29
259,82,9,68,5,73
397,169,60,40,69,64
417,201,80,77,44,64
366,208,79,71,58,43
357,220,73,78,69,25
271,126,86,40,0,34
230,162,42,65,55,13
184,126,32,36,58,8
282,141,52,54,35,52
357,149,56,8,85,39
415,196,93,24,79,32
326,131,58,67,6,62
348,199,96,76,27,17
328,72,43,5,24,99
432,256,96,91,69,63
387,191,36,65,90,99
330,156,8,94,54,52
338,171,69,6,96,0
267,240,55,87,98,5
323,165,86,47,32,0
358,143,51,54,38,77
312,151,82,21,48,90
328,91,9,26,56,68
300,128,19,54,55,27
367,276,90,87,99,4
233,87,58,10,19,13
147,46,25,0,21,40
361,171,53,89,29,92
374,225,42,89,94,10
289,106,46,21,39,69
357,210,73,62,75,99
254,75,17,16,42,0
303,114,9,56,49,85
330,193,79,69,45,22
209,107,53,46,8,37
396,194,92,69,33,25
356,183,66,96,21,13
340,180,54,65,61,73
310,165,80,56,29,21
311,164,40,46,78,83
283,165,89,14,62,30
290,159,45,77,37,47
294,184,97,73,14,14
332,146,65,45,36,83
368,160,68,4,88,79
305,149,71,78,0,89
331,157,58,96,3,20
335,144,79,4,61,96
242,124,45,16,63,21
303,164,72,38,54,58
385,177,57,59,61,78
345,186,52,85,49,69
330,181,95,48,38,32
366,191,37,76,78,45
275,97,34,35,28,46
338,187,88,36,63,55
319,119,24,64,31,67
356,177,62,20,95,83
332,187,88,48,51,23
326,226,60,84,82,8
287,154,73,51,30,3
164,59,18,27,14,63
297,138,88,35,15,19
355,145,70,15,60,88
295,188,85,97,6,19
150,58,4,52,2,67
196,90,8,38,44,1
297,133,28,22,83,54
330,203,41,89,73,37
285,161,86,45,30,51
207,79,40,34,5,73
536,258,86,74,98,98
270,122,68,29,25,70
429,202,12,97,93,38
358,190,25,96,69,61
368,141,14,94,33,89
287,75,5,4,66,38
275,120,78,22,20,58
297,161,89,2,70,29
302,194,63,51,80,57
149,113,60,30,23,14
314,139,47,15,77,98
274,167,54,89,24,91
298,122,41,45,36,82
367,159,20,80,59,87
262,95,51,4,40,63
124,41,0,40,1,17
350,133,53,46,34,60
245,167,58,39,70,32
139,118,14,18,86,12
231,123,1,79,43,41
226,81,19,3,59,86
288,160,73,28,59,49
291,131,57,46,28,2
307,159,42,40,77,0
386,200,90,51,59,82
456,204,47,72,85,87
317,205,88,30,87,14
152,100,6,38,56,50
279,155,12,60,83,20
363,174,87,59,28,86
160,6,1,1,4,52
251,118,48,2,68,37
308,123,1,78,44,64
351,189,56,64,69,79
227,116,19,22,75,52
241,63,28,16,19,78
340,201,36,83,82,80
273,146,59,83,4,85
283,224,70,98,56,4
165,37,7,3,27,36
396,170,14,61,95,76
210,116,22,33,61,55
319,128,47,64,17,60
218,97,11,64,22,57
241,99,5,78,16,52
242,127,83,25,19,16
130,92,74,14,4,10
331,130,20,45,65,18
338,153,77,69,7,64
216,143,5,46,92,8
195,28,3,4,21,19
423,228,76,79,73,86
341,175,58,82,35,2
350,192,90,79,23,73
358,161,82,41,38,42
133,58,9,27,22,31
259,100,54,5,41,20
442,203,88,51,64,51
188,122,77,23,22,53
407,225,66,95,64,60
279,115,31,55,29,42
212,132,47,85,0,10
202,98,7,22,69,0
215,119,43,70,6,19
331,175,93,67,15,71
315,148,75,48,25,17
188,37,18,2,17,90
301,180,84,30,66,53
344,107,17,4,86,84
312,182,84,67,31,71
266,140,77,50,13,9
253,106,63,22,21,28
352,140,86,47,7,89
344,130,30,29,71,63
310,155,46,36,73,58
383,223,89,36,98,68
214,158,55,45,58,22
347,178,30,83,65,61
276,165,14,81,70,4
395,184,86,24,74,40
255,167,86,39,42,4
268,119,57,2,60,46
276,91,39,14,38,71
330,180,67,74,39,92
268,78,51,6,21,55
288,171,76,26,69,3
273,147,85,36,26,15
208,87,48,23,16,24
217,166,64,59,43,41
361,160,47,28,85,62
381,195,83,71,41,66
308,103,18,23,62,86
328,201,99,95,7,37
57,36,18,4,14,8
314,131,23,54,54,80
254,137,37,85,15,25
228,132,13,53,66,47
356,203,73,73,57,56
315,153,43,72,38,20
214,71,59,10,2,51
332,114,28,14,72,93
178,139,39,31,69,5
141,47,17,16,14,11
116,49,41,1,7,34
406,179,61,31,87,76
408,173,56,54,63,64
452,198,80,53,65,96
198,8,1,3,4,78
289,129,79,3,47,54
216,123,56,29,38,31
413,174,77,35,62,61
257,84,26,13,45,48
263,101,23,3,75,94
349,187,84,27,76,43
266,136,77,0,59,5
304,144,83,39,22,4
362,167,20,90,57,85
352,158,37,95,26,94
343,117,16,42,59,97
244,103,98,4,1,61
406,181,28,86,67,78
326,215,67,55,93,64
332,230,81,54,95,86
354,178,45,89,44,83
329,171,63,86,22,16
244,107,69,32,6,18
318,185,88,41,56,64
386,218,76,80,62,38
155,105,34,33,38,21
215,97,1,10,86,32
301,123,63,36,24,93
382,220,58,76,86,3
367,208,64,73,71,79
351,225,51,91,83,22
374,192,58,86,48,85
329,110,14,5,91,88
388,183,13,95,75,71
403,202,49,58,95,59
294,186,62,74,50,35
260,97,51,29,17,68
381,180,56,49,75,49
249,147,87,41,19,21
286,100,33,13,54,2
204,81,75,0,6,74
282,144,62,36,46,76
259,152,36,32,84,16
258,111,45,30,36,34
281,132,37,14,81,64
219,126,81,38,7,29
356,133,12,88,33,66
325,150,81,15,54,31
364,207,62,73,72,33
257,124,43,19,62,29
427,211,89,82,40,79
359,214,88,90,36,48
361,182,97,43,42,62
301,132,38,92,2,24
450,223,47,90,86,51
274,183,64,51,68,6
370,183,76,33,74,78
329,162,53,36,73,26
328,188,97,86,5,16
326,190,84,92,14,25
155,110,64,22,24,4
407,210,43,86,81,67
373,193,10,97,86,92
286,105,18,72,15,42
235,150,0,91,59,9
197,126,46,74,6,28
282,204,84,78,42,24
290,151,47,79,25,21
223,119,50,16,53,33
275,157,43,93,21,56
234,127,2,34,91,27
271,146,30,60,56,5
332,187,18,96,73,6
270,137,11,39,87,33
336,149,35,36,78,84
296,153,9,95,49,27
373,158,30,60,68,87
160,104,9,11,84,0
298,127,91,22,14,81
310,109,35,43,31,71
196,74,5,8,61,24
382,228,83,57,88,77
264,160,41,47,72,87
238,153,84,63,6,41
421,193,10,99,84,89
324,109,72,26,11,44
363,182,35,75,72,24
240,129,54,7,68,45
400,232,85,57,90,69
365,127,6,49,72,90
203,66,16,28,22,59
368,218,87,47,84,65
269,165,93,15,57,61
285,243,66,96,81,7
259,138,41,77,20,86
275,134,61,1,72,12
235,130,41,46,43,57
264,174,20,92,62,26
248,71,3,29,39,18
394,149,54,27,68,59
218,174,21,78,75,0
135,49,3,30,16,50
403,177,32,68,77,70
216,114,13,12,89,36
428,237,63,90,84,51
196,59,24,27,8,2
288,120,38,82,0,25
162,76,37,28,11,1
311,163,68,24,71,35
272,114,57,14,43,66
436,203,93,52,58,58
233,124,0,80,44,46
297,168,7,96,65,77
366,232,97,97,38,98
150,123,68,36,19,1
373,184,88,4,92,89
238,61,27,17,17,56
316,182,76,65,41,28
361,190,91,97,2,61
370,138,40,75,23,91
410,225,76,83,66,95
229,126,21,85,20,42
361,186,73,29,84,99
354,197,33,65,99,93
208,133,8,35,90,10
247,92,29,45,18,59
328,143,12,47,84,85
354,192,87,52,53,64
291,171,59,98,14,4
264,209,96,74,39,16
228,114,26,31,57,35
115,42,14,23,5,45
277,154,89,46,19,41
199,90,60,0,30,56
170,89,7,16,66,28
224,108,32,31,45,96
327,192,42,90,60,91
372,240,57,84,99,31
298,123,72,50,1,25
310,169,26,77,66,21
386,186,88,15,83,88
384,149,84,25,40,55
306,120,41,58,21,64
446,230,45,94,91,77
248,99,41,1,57,72
162,131,19,31,81,13
322,189,47,96,46,67
363,184,67,19,98,72
396,202,39,92,71,22
352,161,1,97,63,74
365,133,17,72,44,67
359,205,22,97,86,67
321,160,65,69,26,50
207,106,22,19,65,1
284,172,31,63,78,22
218,146,9,41,96,22
371,190,78,23,89,42
243,138,97,14,27,42
239,73,71,1,1,87
151,52,15,27,10,62
344,228,92,37,99,25
199,43,20,4,19,65
222,156,31,93,32,8
353,177,55,64,58,72
454,247,86,95,66,69
233,127,46,13,68,81
313,190,71,74,45,33
331,175,92,36,47,76
180,41,30,8,3,97
393,258,92,71,95,87
292,121,56,35,30,21
447,239,76,85,78,89
337,151,49,65,37,84
283,146,63,38,45,85
328,142,22,32,88,78
248,90,29,34,27,67
267,95,27,15,53,80
271,182,29,90,63,21
239,109,30,31,48,53
312,112,14,47,51,80
317,154,41,40,73,65
315,123,12,25,86,63
250,133,89,31,13,1
246,120,5,63,52,41
223,83,6,5,72,41
335,101,12,11,78,85
407,205,71,36,98,62
246,158,68,44,46,41
293,63,11,46,6,53
237,89,44,13,32,46
430,206,99,63,44,94
377,268,99,83,86,60
374,97,64,1,32,92
327,162,27,41,94,34
260,84,13,8,63,99
181,118,8,26,84,4
418,200,39,95,66,77
389,180,55,54,71,85
356,193,94,72,27,31
248,149,66,48,35,7
329,208,64,79,65,34
223,143,25,72,46,51
273,180,39,76,65,34
301,120,48,17,55,48
179,135,44,58,33,12
498,260,94,99,67,69
218,117,34,28,55,58
343,240,99,79,62,5
249,133,1,52,80,55
369,184,69,22,93,53
263,83,28,10,45,64
218,163,51,38,74,41
320,190,94,26,70,69
213,103,41,56,6,10
228,102,18,31,53,15
336,165,80,16,69,60
211,73,72,1,0,34
305,218,98,75,45,16
244,123,16,8,99,34
364,268,96,86,86,24
254,176,61,42,73,0
163,41,9,31,1,23
199,118,87,7,24,11
228,125,97,25,3,35
279,152,74,66,12,62
217,165,65,19,81,19
339,228,67,78,83,58
327,197,61,98,38,65
251,142,37,93,12,4
323,177,84,87,6,2
420,250,99,61,90,79
272,179,65,36,78,55
231,129,42,35,52,96
352,218,50,87,81,30
286,113,52,17,44,48
340,135,75,19,41,64
235,184,38,62,84,13
318,139,48,20,71,13
437,229,65,92,72,89
364,147,23,34,90,47
286,80,20,13,47,95
275,133,10,66,57,48
238,70,6,13,51,9
320,185,48,39,98,10
247,181,77,61,43,3
412,239,69,75,95,85
332,76,38,14,24,98
302,171,92,15,64,27
276,92,41,7,44,81
420,164,46,22,96,67
285,102,15,2,85,70
399,206,32,75,99,82
274,177,10,70,97,50
365,119,56,36,27,70
318,132,16,98,18,23
369,234,91,80,63,46
363,142,33,57,52,86
222,131,43,58,30,85
284,111,5,74,32,69
176,50,0,16,34,65
327,112,46,59,7,79
330,95,7,63,25,97
357,188,20,82,86,63
402,184,15,88,81,77
236,130,29,78,23,50
337,169,60,87,22,85
291,145,50,40,55,91
251,132,33,57,42,26
266,195,89,39,67,6
280,68,2,24,42,84
297,131,33,70,28,56
341,143,30,53,60,96
341,201,75,54,72,74
270,154,36,40,78,23
241,167,14,63,90,2
386,198,29,88,81,77
369,224,65,96,63,65
284,144,33,26,85,1
335,222,63,97,62,10
253,198,60,44,94,34
319,150,66,10,74,35
260,103,11,78,14,69
418,191,75,20,96,79
291,154,51,79,24,62
244,69,4,6,59,39
123,52,41,4,7,10
223,102,32,1,69,69
304,139,63,41,35,95
232,137,62,33,42,2
242,127,3,78,46,41
337,209,90,61,58,43
337,94,45,3,46,80
282,118,6,18,94,89
263,70,10,55,5,74
238,62,20,30,12,50
398,240,88,73,79,74
370,109,0,12,97,87
271,149,54,69,26,51
306,116,71,12,33,84
197,159,12,49,98,15
251,124,83,2,39,37
401,204,40,84,80,91
348,173,76,59,38,4
384,163,76,81,6,99
192,117,13,82,22,63
375,177,9,96,72,90
263,115,36,10,69,32
340,216,64,85,67,28
346,157,8,82,67,81
302,187,32,70,85,13
319,184,45,65,74,67
257,117,43,46,28,50
187,142,45,25,72,12
394,189,93,46,50,29
241,61,53,4,4,34
378,240,83,94,63,40
303,134,41,37,56,61
376,220,66,96,58,41
270,221,86,87,48,2
176,81,20,46,15,26
446,214,87,54,73,96
344,204,22,93,89,33
270,198,4,97,97,33
271,118,62,1,55,92
372,204,49,60,95,31
299,142,57,0,85,10
294,180,68,59,53,3
373,183,81,17,85,53
357,203,69,81,53,24
289,169,66,44,59,37
151,79,5,33,41,22
260,159,78,42,39,61
281,163,2,79,82,22
211,134,17,59,58,37
256,168,91,5,72,10
182,61,11,13,37,48
197,93,64,23,6,38
288,104,2,3,99,34
305,186,75,51,60,16
437,206,25,97,84,79
363,161,80,22,59,36
245,222,74,92,56,4
298,79,19,2,58,79
223,89,36,13,40,9
326,136,53,58,25,54
344,167,17,99,51,47
201,126,85,21,20,10
258,90,4,17,69,69
182,120,26,10,84,5
372,152,47,64,41,82
296,117,26,79,12,97
236,72,51,15,6,30
230,147,50,29,68,47
368,211,42,88,81,94
433,243,91,79,73,84
252,126,91,2,33,82
226,127,91,32,4,12
264,102,30,32,40,18
251,114,77,4,33,25
253,95,14,70,11,36
373,211,85,47,79,81
434,235,43,98,94,77
257,131,99,1,31,4
216,88,29,2,57,15
333,205,86,77,42,66
317,193,60,42,91,22
128,96,45,9,42,9
200,87,59,21,7,32
364,195,89,11,95,41
378,233,47,96,90,54
271,151,3,56,92,18
335,177,54,73,50,32
275,129,73,4,52,72
262,76,8,65,3,95
221,85,33,5,47,19
110,45,15,20,10,45
244,100,35,35,30,71
388,220,88,34,98,79
270,111,38,0,73,16
394,183,6,79,98,22
340,192,81,54,57,18
344,257,97,86,74,31
306,141,11,45,85,5
345,192,30,96,66,30
184,125,53,45,27,10
302,102,55,3,44,71
422,229,93,90,46,49
424,246,94,78,74,79
244,132,71,18,43,36
177,62,7,4,51,56
497,253,79,92,82,51
307,188,61,35,92,3
268,98,63,29,6,89
194,102,43,24,35,26
415,187,88,77,22,84
285,199,95,56,48,64
333,185,52,50,83,71
281,115,41,42,32,87
294,129,57,39,33,48
269,87,13,51,23,68
236,52,35,4,13,98
217,113,8,47,58,82
284,135,19,29,87,95
308,119,34,13,72,24
222,80,10,31,39,55
386,182,91,73,18,91
373,264,90,79,95,60
364,203,84,84,35,58
355,186,81,8,97,66
365,225,99,33,93,78
299,148,20,50,78,82
261,129,21,37,71,39
225,85,8,30,47,45
340,109,98,1,10,69
225,149,42,12,95,52
375,139,17,71,51,81
274,115,52,23,40,95
381,187,86,44,57,75
258,101,33,45,23,76
212,122,61,46,15,61
321,195,81,63,51,48
212,155,69,61,25,17
302,118,33,30,55,21
158,48,28,8,12,41
352,189,69,82,38,43
341,135,76,21,38,68
205,177,24,62,91,16
375,195,97,1,97,41
327,171,63,19,89,11
397,167,90,18,59,99
363,205,80,43,82,74
396,201,39,93,69,99
188,58,14,25,19,38
279,151,6,81,64,43
365,228,69,98,61,35
205,108,12,37,59,6
273,155,73,6,76,54
319,167,66,39,62,69
425,236,51,89,96,92
386,127,69,30,28,93
270,113,92,12,9,32
170,102,47,4,51,11
325,154,33,84,37,42
284,119,17,46,56,19
266,142,35,14,93,96
333,186,83,46,57,30
225,92,45,10,37,26
281,97,27,10,60,54
351,146,48,37,61,12
166,83,13,13,57,28
225,169,58,63,48,30
351,190,94,94,2,74
222,38,5,2,31,18
346,226,62,72,92,10
419,180,81,57,42,97
286,134,10,67,57,31
282,150,50,22,78,63
277,158,65,70,23,12
304,106,32,30,44,22
396,204,15,91,98,81
256,180,40,90,50,13
245,172,21,93,58,36
378,225,35,94,96,73
313,149,57,67,25,10
306,233,48,93,92,5
215,46,30,2,14,56
259,183,48,43,92,48
250,150,75,4,71,12
366,123,6,57,60,69
336,159,1,76,82,87
340,191,30,83,78,40
234,200,71,91,38,6
281,183,27,72,84,65
308,158,56,93,9,39
232,91,36,0,55,46
334,223,77,73,73,23
253,156,48,25,83,72
223,87,48,7,32,45
345,125,13,71,41,35
269,209,83,36,90,3
344,232,87,67,78,18
214,165,99,43,23,8
200,61,27,7,27,11
232,152,47,23,82,24
314,121,97,8,16,42
414,184,73,16,95,82
206,75,34,3,38,21
307,105,7,22,76,43
147,107,10,32,65,1
293,167,29,89,49,35
205,122,13,64,45,1
284,164,76,62,26,49
288,125,83,17,25,32
305,220,80,96,44,33
202,90,27,32,31,15
283,93,22,52,19,92
351,150,60,16,74,27
296,108,40,7,61,78
191,56,17,14,25,80
204,99,69,30,0,9
334,189,34,65,90,63
334,123,67,20,36,96
205,98,13,11,74,5
303,158,30,76,52,77
282,148,40,9,99,58
262,135,31,62,42,5
417,274,94,81,99,36
296,104,7,59,38,48
433,232,67,98,67,85
383,155,19,51,85,88
354,169,59,31,79,75
302,155,61,33,61,8
322,224,83,48,93,39
362,126,29,95,2,70
411,183,84,11,88,65
165,119,80,35,4,30
246,124,26,31,67,41
338,117,3,93,21,96
423,192,7,95,90,48
277,57,4,14,39,94
387,162,9,76,77,75
109,72,20,14,38,5
298,142,68,64,10,76
389,261,88,87,86,36
288,142,56,73,13,82
363,129,48,54,27,83
226,114,61,24,29,20
179,88,6,50,32,20
358,229,69,76,84,50
366,217,55,69,93,63
234,92,30,18,44,72
316,156,23,60,73,37
425,194,49,82,63,89
211,78,7,55,16,13
192,100,55,5,40,9
269,104,55,40,9,71
432,219,78,44,97,85
253,56,22,14,20,91
409,208,62,49,97,83
273,153,39,84,30,17
296,187,42,65,80,63
219,90,6,62,22,17
431,222,64,69,89,75
323,220,60,78,82,39
382,154,44,97,13,92
335,188,63,45,80,66
259,107,37,20,50,19
300,148,47,75,26,27
242,151,51,69,31,39
361,177,80,39,58,17
249,100,40,6,54,14
286,178,97,0,81,37
463,264,97,97,70,79
150,23,15,1,7,73
351,172,60,58,54,66
203,141,88,15,38,33
232,118,14,70,34,21
416,209,76,65,68,61
232,119,41,44,34,14
274,136,48,83,5,57
365,174,3,78,93,85
310,128,58,21,49,94
356,135,49,23,63,86
443,254,95,70,89,33
212,128,55,49,24,45
234,107,66,4,37,45
366,185,80,89,16,57
326,201,55,60,86,41
190,28,12,3,13,21
223,85,62,21,2,27
334,211,71,52,88,16
211,31,2,1,28,55
368,179,55,31,93,53
203,75,66,0,9,7
387,170,89,13,68,64
338,139,64,40,35,20
237,86,22,43,21,88
256,69,54,12,3,77
329,221,85,74,62,77
381,147,92,32,23,89
249,131,96,4,31,26
314,143,86,11,46,67
261,100,59,26,15,73
365,213,77,72,64,12
265,120,21,82,17,30
388,193,99,0,94,70
275,121,83,19,19,21
394,235,75,97,63,19
335,169,76,59,34,93
306,143,13,64,66,73
411,261,87,98,76,24
394,139,44,76,19,81
335,120,81,37,2,89
301,104,87,0,17,82
336,161,55,80,26,80
277,195,35,82,78,41
280,188,21,68,99,34
455,184,97,81,6,96
253,149,99,21,29,56
330,90,8,16,66,86
269,169,45,60,64,31
340,184,96,27,61,90
360,221,97,75,49,7
338,210,99,13,98,56
357,143,96,20,27,74
278,159,40,25,94,26
279,163,17,83,63,36
243,145,64,19,62,29
425,211,76,98,37,68
292,140,58,14,68,67
224,128,62,52,14,1
209,146,54,77,15,12
401,213,47,78,88,5
293,137,30,21,86,44
248,125,67,46,12,88
309,158,69,30,59,92
260,107,4,12,91,23
363,143,16,29,98,51
353,198,68,85,45,4
282,131,41,14,76,64
331,170,25,71,74,25
335,166,62,12,92,21
262,169,93,35,41,4
267,148,68,22,58,64
323,186,58,50,78,21
453,241,88,76,77,67
187,97,34,20,43,45
485,222,81,73,68,75
345,232,75,86,71,16
225,41,11,1,29,90
195,138,26,30,82,1
304,92,3,65,24,82
252,138,69,47,22,38
294,178,54,86,38,12
346,99,31,30,38,92
173,30,8,10,12,10
294,90,37,30,23,87
213,43,38,2,3,96
345,156,63,49,44,73
303,120,14,72,34,49
314,95,40,0,55,53
282,144,7,62,75,49
345,207,63,69,75,89
361,209,93,51,65,38
364,158,41,47,70,58
243,144,5,91,48,51
376,185,52,41,92,28
253,160,81,44,35,3
119,34,1,2,31,13
227,154,56,71,27,18
258,46,0,44,2,83
339,225,62,66,97,60
287,33,11,1,21,84
270,171,51,40,80,33
305,178,67,87,24,47
251,82,16,18,48,49
413,235,83,57,95,36
281,154,99,41,14,10
241,123,33,58,32,46
313,134,74,37,23,98
241,74,14,27,33,6
285,96,3,4,89,84
319,146,0,95,51,84
308,138,30,64,44,61
147,49,4,42,3,58
254,150,58,40,52,39
361,108,42,52,14,78
310,91,2,46,43,89
232,62,8,28,26,86
384,147,73,51,23,68
276,155,25,58,72,67
348,147,6,78,63,93
293,207,89,72,46,17
378,216,97,54,65,88
261,156,88,20,48,9
304,148,41,30,77,28
300,75,15,57,3,94
367,157,85,15,57,38
253,119,39,1,79,76
296,192,48,76,68,44
395,202,53,95,54,70
262,184,50,97,37,33
340,181,72,24,85,20
430,265,93,84,88,58
281,107,30,59,18,47
334,113,34,52,27,92
324,157,92,3,62,57
301,102,78,11,13,23
337,163,93,46,24,88
272,119,1,79,39,36
205,110,29,33,48,14
267,141,40,80,21,38
437,202,92,13,97,83
301,106,78,9,19,13
456,232,88,82,62,36
215,149,13,76,60,26
331,172,13,95,64,19
294,163,75,50,38,63
387,190,99,16,75,90
277,181,86,41,54,0
216,149,33,64,52,16
349,205,52,84,69,83
299,172,55,38,79,88
353,209,90,23,96,52
334,154,14,87,53,26
364,198,14,97,87,44
313,90,21,53,16,85
234,84,48,29,7,16
447,219,95,30,94,96
280,197,99,60,38,10
366,225,68,72,85,41
253,168,45,25,98,2
261,101,7,35,59,18
276,141,55,23,63,32
409,170,78,44,48,96
199,92,53,19,20,81
264,144,63,77,4,22
275,150,37,82,31,11
273,170,68,40,62,14
262,171,41,49,81,32
298,198,68,52,78,20
290,134,20,81,33,5
176,129,67,27,35,26
294,125,21,49,55,93
314,127,99,2,26,38
172,71,47,18,6,44
300,147,73,59,15,25
226,94,37,51,6,46
222,143,76,31,36,44
396,141,1,86,54,72
181,123,38,82,3,10
348,170,61,76,33,23
298,176,34,88,54,8
276,154,38,24,92,13
278,171,77,91,3,16
342,187,72,79,36,57
301,184,32,91,61,47
310,117,21,40,56,44
354,162,4,89,69,79
428,199,15,96,88,98
324,100,7,35,58,65
327,116,10,98,8,74
280,173,33,79,61,91
319,180,97,60,23,43
198,88,4,82,2,47
399,216,88,81,47,78
317,219,61,83,75,4
344,163,88,58,17,61
322,127,11,68,48,37
191,108,9,11,88,46
168,16,1,12,3,83
305,89,35,42,12,86
373,153,3,58,92,85
386,249,94,76,79,16
257,185,68,56,61,2
182,88,10,12,66,28
382,169,73,93,3,67
360,258,93,84,81,6
258,123,12,64,47,85
402,180,42,43,95,69
350,206,92,84,30,53
209,102,26,16,60,75
502,235,86,68,81,91
199,121,46,54,21,27
433,180,34,61,85,95
357,243,74,90,79,13
397,135,54,57,24,79
348,143,96,28,19,72
310,123,19,56,48,50
300,147,74,11,62,36
444,230,81,57,92,84
390,223,69,76,78,72
358,190,45,79,66,35
341,149,71,15,63,93
414,200,90,65,45,47
247,108,13,92,3,46
356,201,87,51,63,73
268,130,33,9,88,81
322,143,7,49,87,72
271,125,70,23,32,38
406,211,84,68,59,75
291,148,20,58,70,37
230,77,13,6,58,32
317,115,58,27,30,30
163,78,43,35,0,0
209,98,11,49,38,71
229,141,37,34,70,4
281,195,47,90,58,7
289,232,73,69,90,10
169,64,11,39,14,6
288,111,22,54,35,86
257,217,34,99,84,6
210,168,49,88,31,19
204,148,54,87,7,3
253,197,26,72,99,3
233,50,41,2,7,62
432,213,56,70,87,98
206,107,73,6,28,38
372,198,98,93,7,19
417,198,58,84,56,86
352,153,70,67,16,48
357,186,62,93,31,60
333,109,60,19,30,54
342,212,59,57,96,53
230,112,1,63,48,23
259,100,11,73,16,17
307,142,52,32,58,62
314,134,80,31,23,99
216,112,37,55,20,9
272,85,8,29,48,37
246,156,92,39,25,8
338,143,19,34,90,66
395,136,28,15,93,72
154,108,26,77,5,2
240,140,61,4,75,7
301,92,32,38,22,78
358,151,53,50,48,63
399,185,68,39,78,60
276,83,29,50,4,95
150,52,10,23,19,6
456,210,18,97,95,62
275,236,54,88,94,6
227,213,87,31,95,2
148,44,11,32,1,63
295,130,47,56,27,58
202,38,4,18,16,90
255,97,22,39,36,33
315,107,24,48,35,81
